tecdoc_ktypnr;tecdoc_constr;tecdoc_constrcode;tecdoc_model1;tecdoc_modelcode;tecdoc_cyl;tecdoc_litr;tecdoc_ccmtech;tecdoc_moisdseb;tecdoc_anneedeb;tecdoc_moisfin;tecdoc_anneefin;tecdoc_andeb;tecdoc_anfin;tecdoc_kw;tecdoc_cv;tecdoc_carross;tecdoc_propulsion;tecdoc_energie;tecdoc_codemoteur;tecdoc_nbcyl;tecdoc_nbsoup
329;FORD;36;ESCORT II;317;1.1;1.1;1071;12;1974;08;1980;12/1974;08/1980;32;45;A trois volumes;Propulsion;Essence;G1;4;2
330;FORD;36;ESCORT II;317;1.1;1.1;1071;06;1975;08;1980;06/1975;08/1980;34;46;A trois volumes;Propulsion;Essence;G1;4;2
331;MERCEDES-BENZ;74;190;52;E 2.3-16;2.3;2276;09;1985;12;1987;09/1985;12/1987;125;170;A trois volumes;Propulsion;Essence;M 102.983;4;4
332;FORD;36;ESCORT II;317;1.1;1.1;1071;12;1974;08;1980;12/1974;08/1980;35;48;A trois volumes;Propulsion;Essence;G2;4;2
333;FORD;36;ESCORT II;317;1.3;1.3;1263;12;1974;08;1980;12/1974;08/1980;40;54;A trois volumes;Propulsion;Essence;J1F;4;2
334;FORD;36;ESCORT II;317;1.3;1.3;1263;12;1974;08;1980;12/1974;08/1980;42;57;A trois volumes;Propulsion;Essence;J2;4;2
335;FORD;36;ESCORT II;317;1.3;1.3;1263;03;1979;08;1980;03/1979;08/1980;44;60;A trois volumes;Propulsion;Essence;J2;4;2
336;MERCEDES-BENZ;74;190;52;E 2.3-16;2.3;2276;09;1985;08;1988;09/1985;08/1988;130;177;A trois volumes;Propulsion;Essence;M 102.983;4;4
337;MERCEDES-BENZ;74;190;52;E 2.3-16;2.3;2276;04;1984;01;1987;04/1984;01/1987;136;185;A trois volumes;Propulsion;Essence;M 102.983;4;4
338;MERCEDES-BENZ;74;190;52;E 2.3;2.3;2276;09;1986;08;1991;09/1986;08/1991;97;132;A trois volumes;Propulsion;Essence;M 102.985;4;2
339;MERCEDES-BENZ;74;190;52;E 2.3;2.3;2276;10;1986;08;1993;10/1986;08/1993;100;136;A trois volumes;Propulsion;Essence;M 102.985;4;2
340;MERCEDES-BENZ;74;190;52;E 2.5-16;2.5;2475;03;1989;08;1993;03/1989;08/1993;143;194;A trois volumes;Propulsion;Essence;M 102.991;4;4
341;FORD;36;ESCORT II;317;1.3;1.3;1263;12;1974;08;1980;12/1974;08/1980;51;70;A trois volumes;Propulsion;Essence;J3;4;2
342;FORD;36;ESCORT II;317;1.6 RS;1.6;1566;12;1974;08;1980;12/1974;08/1980;62;84;A trois volumes;Propulsion;Essence;LC;4;2
343;FORD;36;ESCORT II;317;2.0 RS;2;1954;08;1975;08;1980;08/1975;08/1980;80;110;A trois volumes;Propulsion;Essence;NE;4;2
344;MERCEDES-BENZ;74;190;52;E 2.5-16;2.5;2475;09;1988;08;1993;09/1988;08/1993;150;204;A trois volumes;Propulsion;Essence;M 102.990;4;4
345;FORD;36;ESCORT III;322;1.1;1.1;1087;08;1983;12;1985;08/1983;12/1985;37;50;3/5 portes;Traction avant;Essence;GSE;4;2
346;VW;121;PASSAT Variant;9004;2.0 TSI;2;1984;11;2010;12;2014;11/2010;12/2014;155;210;Break;Traction avant;Essence;CCZB;4;4
347;MERCEDES-BENZ;74;190;52;E 2.6;2.6;2548;09;1986;12;1989;09/1986;12/1989;122;166;A trois volumes;Propulsion;Essence;M 103.942;6;2
348;MERCEDES-BENZ;74;190;52;D 2.0;2;1984;08;1983;08;1989;08/1983;08/1989;53;72;A trois volumes;Propulsion;Diesel;OM 601.911;4;2
349;MERCEDES-BENZ;74;190;52;D 2.0;2;1984;08;1989;08;1993;08/1989;08/1993;55;75;A trois volumes;Propulsion;Diesel;OM 601.911;4;2
350;MERCEDES-BENZ;74;190;52;D 2.5;2.5;2479;04;1985;08;1993;04/1985;08/1993;66;90;A trois volumes;Propulsion;Diesel;OM 602.911;5;2
351;FORD;36;ESCORT IV;335;1.1;1.1;1087;12;1985;07;1990;12/1985;07/1990;37;50;3/5 portes;Traction avant;Essence;GSG;4;2
352;FORD;36;ESCORT III;322;1.1;1.1;1087;09;1980;08;1983;09/1980;08/1983;40;55;3/5 portes;Traction avant;Essence;GMA,GLB;4;2
353;MERCEDES-BENZ;74;190;52;D 2.5;2.5;2479;08;1989;08;1993;08/1989;08/1993;69;94;A trois volumes;Propulsion;Diesel;OM 602.911;5;2
354;MERCEDES-BENZ;74;190;52;Turbo-D 2.5;2.5;2479;02;1988;08;1993;02/1988;08/1993;90;122;A trois volumes;Propulsion;Diesel;OM 602.961;5;2
355;MERCEDES-BENZ;74;190;52;Turbo-D 2.5;2.5;2479;02;1988;08;1993;02/1988;08/1993;93;126;A trois volumes;Propulsion;Diesel;OM 602.961;5;2
356;VW;121;PASSAT Variant;9004;2.0 TDI;2;1968;08;2010;12;2014;08/2010;12/2014;103;140;Break;Traction avant;Diesel;CFFB;4;4
357;VW;121;PASSAT Variant;9004;2.0 TDI 4motion;2;1968;08;2010;12;2014;08/2010;12/2014;103;140;Break;Traction intégrale;Diesel;CFFB;4;4
358;VW;121;PASSAT Variant;9004;2.0 TDI;2;1968;08;2010;12;2014;08/2010;12/2014;125;170;Break;Traction avant;Diesel;CLLA,CFGB;4;4
359;VW;121;PASSAT Variant;9004;2.0 TDI 4motion;2;1968;08;2010;01;2013;08/2010;01/2013;125;170;Break;Traction intégrale;Diesel;CFGB;4;4
360;MERCEDES-BENZ;74;190;52;E Evolution II 2.5;2.5;2498;05;1990;08;1993;05/1990;08/1993;173;235;A trois volumes;Propulsion;Essence;M 102.992;4;2
361;VW;121;PASSAT Variant;9004;1.4 TSI EcoFuel;1.4;1390;08;2010;12;2014;08/2010;12/2014;110;150;Break;Traction avant;Essence;CDGA;4;4
362;MERCEDES-BENZ;74;190;52;E 2.6;2.6;2548;09;1986;08;1993;09/1986;08/1993;118;160;A trois volumes;Propulsion;Essence;M 103.942;6;2
363;MERCEDES-BENZ;74;HECKFLOSSE;529;190 C;1.9;1884;04;1961;08;1965;04/1961;08/1965;59;80;A trois volumes;Propulsion;Essence;M 121.924;4;2
364;MERCEDES-BENZ;74;HECKFLOSSE;529;200;2;1971;07;1965;02;1968;07/1965;02/1968;61;83;A trois volumes;Propulsion;Essence;M 121.940;4;2
365;MERCEDES-BENZ;74;HECKFLOSSE;529;200;2;1971;07;1965;02;1968;07/1965;02/1968;70;95;A trois volumes;Propulsion;Essence;M 115.926;4;2
366;MERCEDES-BENZ;74;HECKFLOSSE;3577;220 B;2.2;2180;08;1959;08;1965;08/1959;08/1965;70;95;A trois volumes;Propulsion;Essence;M 180.940;6;2
367;MERCEDES-BENZ;74;HECKFLOSSE;3577;220 SB;2.2;2180;08;1959;08;1965;08/1959;08/1965;81;110;A trois volumes;Propulsion;Essence;M 180.941;6;2
368;MERCEDES-BENZ;74;HECKFLOSSE;3577;220 SEB;2.2;2180;08;1959;08;1965;08/1959;08/1965;88;120;A trois volumes;Propulsion;Essence;M 127.982;6;2
369;MERCEDES-BENZ;74;HECKFLOSSE;529;230;2.3;2281;07;1965;02;1968;07/1965;02/1968;77;105;A trois volumes;Propulsion;Essence;M 180.945,M 180.949;6;2
370;RENAULT;93;MEGANE III Grandtour;8145;1.5 dCi;1.5;1461;02;2009;-;-;02/2009;-;78;106;Break;Traction avant;Diesel;K9K 832,K9K 846,K9K 836;4;2
371;RENAULT;93;MEGANE III 3/5 portes;7866;1.5 dCi;1.5;1461;02;2009;-;-;02/2009;-;78;106;3/5 portes;Traction avant;Diesel;K9K 832;4;2
372;MERCEDES-BENZ;74;HECKFLOSSE;529;230;2.3;2281;06;1966;12;1967;06/1966;12/1967;88;120;A trois volumes;Propulsion;Essence;M 180.950;6;2
373;MERCEDES-BENZ;74;HECKFLOSSE;3577;230 S;2.3;2281;07;1965;01;1968;07/1965;01/1968;88;120;A trois volumes;Propulsion;Essence;M 180.947,M 180.950;6;2
374;MERCEDES-BENZ;74;HECKFLOSSE;529;200 D;2;1971;07;1965;02;1968;07/1965;02/1968;40;55;A trois volumes;Propulsion;Diesel;OM 621.918;4;2
375;MERCEDES-BENZ;74;HECKFLOSSE;529;190 DC;2;1974;06;1961;08;1965;06/1961;08/1965;40;54;A trois volumes;Propulsion;Diesel;OM 621.912;4;2
376;MITSUBISHI;77;ASX;8631;1.8 DI-D;1.8;1798;06;2010;-;-;06/2010;-;85;116;Véhicule tout terrain fermé;Traction avant;Diesel;4N13;4;4
377;MERCEDES-BENZ;74;/8;548;230.6;2.3;2253;01;1968;11;1976;01/1968;11/1976;88;120;A trois volumes;Propulsion;Essence;M 180.954;6;2
378;MITSUBISHI;77;ASX;8631;1.8;1.8;1798;02;2010;-;-;02/2010;-;102;139;Véhicule tout terrain fermé;Traction avant;Essence;4B10;4;4
379;MERCEDES-BENZ;74;/8;548;250;2.5;2470;01;1968;08;1972;01/1968;08/1972;85;116;A trois volumes;Propulsion;Essence;M 114.920;6;2
380;MERCEDES-BENZ;74;/8;548;250;2.5;2470;07;1968;08;1972;07/1968;08/1972;96;130;A trois volumes;Propulsion;Essence;M 114.920;6;2
381;MERCEDES-BENZ;74;/8;548;280;2.7;2717;06;1972;11;1976;06/1972;11/1976;118;160;A trois volumes;Propulsion;Essence;M 110.921;6;2
382;MERCEDES-BENZ;74;/8;548;280 E;2.7;2717;06;1972;11;1976;06/1972;11/1976;136;185;A trois volumes;Propulsion;Essence;M 110.981;6;2
383;MERCEDES-BENZ;74;/8;548;250 2.8;2.7;2748;06;1972;11;1976;06/1972;11/1976;96;130;A trois volumes;Propulsion;Essence;M 130.923;6;2
384;MERCEDES-BENZ;74;/8 Coupé;543;250 C;2.5;2470;04;1969;06;1972;04/1969;06/1972;96;130;Coupé;Propulsion;Essence;M 114.920;6;2
385;MERCEDES-BENZ;74;/8 Coupé;543;250 CE;2.5;2470;04;1969;04;1972;04/1969;04/1972;110;150;Coupé;Propulsion;Essence;M 114.980;6;2
386;MERCEDES-BENZ;74;/8 Coupé;543;280 C;2.7;2717;06;1972;02;1977;06/1972;02/1977;118;160;Coupé;Propulsion;Essence;M 110.921;6;2
387;MERCEDES-BENZ;74;/8 Coupé;543;280 CE;2.7;2717;06;1972;01;1977;06/1972;01/1977;136;185;Coupé;Propulsion;Essence;M 110.981;6;2
388;MERCEDES-BENZ;74;/8 Coupé;543;250 C 2.8;2.7;2748;06;1972;11;1976;06/1972;11/1976;96;130;Coupé;Propulsion;Essence;M 130.923;6;2
389;MERCEDES-BENZ;74;/8;552;200;2;1971;01;1968;01;1977;01/1968;01/1977;63;86;A trois volumes;Propulsion;Essence;M 115.923,M 115.926;4;2
390;MERCEDES-BENZ;74;/8;552;200;2;1971;01;1968;01;1977;01/1968;01/1977;70;95;A trois volumes;Propulsion;Essence;M 115.923,M 115.926;4;2
391;MERCEDES-BENZ;74;/8;552;220;2.2;2172;01;1968;07;1973;01/1968;07/1973;66;90;A trois volumes;Propulsion;Essence;M 115.924;4;2
392;MERCEDES-BENZ;74;/8;552;220;2.2;2172;01;1968;07;1973;01/1968;07/1973;77;105;A trois volumes;Propulsion;Essence;M 115.920;4;2
393;MERCEDES-BENZ;74;/8;552;230.4;2.3;2277;08;1973;12;1976;08/1973;12/1976;81;110;A trois volumes;Propulsion;Essence;M 115.951;4;2
394;MERCEDES-BENZ;74;/8;552;200 D;2;1971;01;1968;01;1977;01/1968;01/1977;40;55;A trois volumes;Propulsion;Diesel;OM 615.913;4;2
395;MERCEDES-BENZ;74;/8;552;220 D;2.2;2172;01;1968;01;1977;01/1968;01/1977;44;60;A trois volumes;Propulsion;Diesel;OM 615.912;4;2
396;MERCEDES-BENZ;74;/8;552;240 D;2.4;2376;08;1973;01;1977;08/1973;01/1977;48;65;A trois volumes;Propulsion;Diesel;OM 616.916;4;2
397;MERCEDES-BENZ;74;/8;552;240 D 3.0;3;2971;08;1974;11;1976;08/1974;11/1976;59;80;A trois volumes;Propulsion;Diesel;OM 617.910;5;2
398;MERCEDES-BENZ;74;A TROIS VOLUMES;571;200;2;1971;02;1976;08;1980;02/1976;08/1980;62;84;A trois volumes;Propulsion;Essence;M 115.938,M 115.939;4;2
399;MERCEDES-BENZ;74;A TROIS VOLUMES;571;200;2;1971;02;1976;08;1980;02/1976;08/1980;69;94;A trois volumes;Propulsion;Essence;M 115.938,M 115.939;4;2
400;MERCEDES-BENZ;74;A TROIS VOLUMES;571;200;2;1977;06;1980;11;1985;06/1980;11/1985;74;101;A trois volumes;Propulsion;Essence;M 102.939;4;2
401;MERCEDES-BENZ;74;A TROIS VOLUMES;571;200;2;1977;06;1980;11;1985;06/1980;11/1985;80;109;A trois volumes;Propulsion;Essence;M 102.920;4;2
402;MERCEDES-BENZ;74;A TROIS VOLUMES;571;230 E;2.3;2276;04;1980;12;1985;04/1980;12/1985;100;136;A trois volumes;Propulsion;Essence;M 102.980;4;2
403;MERCEDES-BENZ;74;A TROIS VOLUMES;571;230;2.3;2277;02;1976;03;1981;02/1976;03/1981;80;109;A trois volumes;Propulsion;Essence;M 115.954;4;2
404;MERCEDES-BENZ;74;A TROIS VOLUMES;571;250;2.5;2492;10;1979;07;1985;10/1979;07/1985;103;140;A trois volumes;Propulsion;Essence;M 123.921;6;2
405;MERCEDES-BENZ;74;A TROIS VOLUMES;571;280;2.7;2717;02;1976;08;1981;02/1976;08/1981;115;156;A trois volumes;Propulsion;Essence;M 110.923;6;2
406;MERCEDES-BENZ;74;A TROIS VOLUMES;571;280 E;2.7;2717;08;1976;08;1981;08/1976;08/1981;130;177;A trois volumes;Propulsion;Essence;M 110.988;6;2
407;MERCEDES-BENZ;74;A TROIS VOLUMES;571;280 E;2.7;2717;02;1976;11;1985;02/1976;11/1985;136;185;A trois volumes;Propulsion;Essence;M 110.984,M 110.988;6;2
408;MERCEDES-BENZ;74;A TROIS VOLUMES;571;200 D;2;1971;07;1976;02;1979;07/1976;02/1979;40;55;A trois volumes;Propulsion;Diesel;OM 615.940;4;2
409;MERCEDES-BENZ;74;A TROIS VOLUMES;571;200 D;2;1971;03;1979;11;1985;03/1979;11/1985;44;60;A trois volumes;Propulsion;Diesel;OM 615.940;4;2
410;MERCEDES-BENZ;74;A TROIS VOLUMES;571;220 D;2.2;2172;01;1976;02;1979;01/1976;02/1979;44;60;A trois volumes;Propulsion;Diesel;OM 615.941;4;2
411;MERCEDES-BENZ;74;A TROIS VOLUMES;571;220 D;2.2;2172;01;1977;03;1979;01/1977;03/1979;49;67;A trois volumes;Propulsion;Diesel;OM 615.941;4;2
412;MERCEDES-BENZ;74;A TROIS VOLUMES;571;240 D;2.4;2350;03;1979;11;1985;03/1979;11/1985;53;72;A trois volumes;Propulsion;Diesel;OM 616.912;4;2
413;MERCEDES-BENZ;74;A TROIS VOLUMES;571;240 D;2.4;2376;02;1976;02;1979;02/1976;02/1979;48;65;A trois volumes;Propulsion;Diesel;OM 616.912;4;2
414;NISSAN;80;ALMERA Classic;9005;1.6 16V;1.6;1597;03;2006;-;-;03/2006;-;79;107;A trois volumes;Traction avant;Essence;QG16DE;4;4
415;MERCEDES-BENZ;74;A TROIS VOLUMES;571;300 D;2.9;2938;02;1976;07;1980;02/1976;07/1980;59;80;A trois volumes;Propulsion;Diesel;OM 617.912;5;2
416;MERCEDES-BENZ;74;A TROIS VOLUMES;571;300 D;2.9;2938;03;1979;11;1985;03/1979;11/1985;65;88;A trois volumes;Propulsion;Diesel;OM 617.912;5;2
417;MERCEDES-BENZ;74;A TROIS VOLUMES;571;300 Turbo-D;3;2938;08;1981;07;1985;08/1981;07/1985;92;125;A trois volumes;Propulsion;Diesel;OM 617.952;5;2
418;SAAB;99;9-5;8645;2.0 TTiD;2;1956;05;2010;01;2012;05/2010;01/2012;140;190;A trois volumes;Traction avant;Diesel;A 20 DTR;4;4
419;MERCEDES-BENZ;74;A TROIS VOLUMES;571;250;2.5;2492;02;1976;10;1979;02/1976;10/1979;95;129;A trois volumes;Propulsion;Essence;M 123.921;6;2
421;MERCEDES-BENZ;74;KOMBI Break;9;200 T;2;1977;11;1980;11;1985;11/1980;11/1985;74;101;Break;Propulsion;Essence;M 102.939;4;2
422;MERCEDES-BENZ;74;KOMBI Break;9;200 T;2;1977;11;1980;11;1985;11/1980;11/1985;80;109;Break;Propulsion;Essence;M 102.920;4;2
423;MERCEDES-BENZ;74;KOMBI Break;9;230 TE;2.3;2276;04;1980;11;1985;04/1980;11/1985;100;136;Break;Propulsion;Essence;M 102.980;4;2
424;MERCEDES-BENZ;74;KOMBI Break;9;230 T;2.3;2277;09;1977;03;1980;09/1977;03/1980;80;109;Break;Propulsion;Essence;M 115.954;4;2
425;MERCEDES-BENZ;74;KOMBI Break;9;250 T;2.5;2492;05;1978;10;1979;05/1978;10/1979;95;129;Break;Propulsion;Essence;M 123.921;6;2
426;MERCEDES-BENZ;74;KOMBI Break;9;250 T;2.5;2492;05;1978;08;1982;05/1978;08/1982;103;140;Break;Propulsion;Essence;M 123.921;6;2
427;MERCEDES-BENZ;74;KOMBI Break;9;280 TE;2.7;2717;09;1977;11;1985;09/1977;11/1985;136;185;Break;Propulsion;Essence;M 110.988;6;2
428;MERCEDES-BENZ;74;KOMBI Break;9;240 T D;2.4;2350;03;1979;12;1985;03/1979;12/1985;53;72;Break;Propulsion;Diesel;OM 616.912;4;2
429;MERCEDES-BENZ;74;KOMBI Break;9;240 T D;2.4;2376;09;1977;02;1979;09/1977;02/1979;48;65;Break;Propulsion;Diesel;OM 616.912;4;2
430;CHEVROLET;138;MATIZ;5400;0.8 LPG;0.8;796;03;2005;-;-;03/2005;-;38;52;3/5 portes;Traction avant;Essence;F8CV;3;2
431;MERCEDES-BENZ;74;KOMBI Break;9;300 T D;2.9;2938;09;1977;10;1985;09/1977;10/1985;59;80;Break;Propulsion;Diesel;OM 617.912;5;2
432;MERCEDES-BENZ;74;KOMBI Break;9;300 T D;2.9;2938;03;1979;11;1985;03/1979;11/1985;65;88;Break;Propulsion;Diesel;OM 617.912;5;2
433;MERCEDES-BENZ;74;KOMBI Break;9;300 T Turbo-D;2.9;2938;10;1980;11;1985;10/1980;11/1985;92;125;Break;Propulsion;Diesel;OM 617.952;5;2
434;CITROEN;21;C4 II;9006;1.6 VTi 120;1.6;1598;11;2009;-;-;11/2009;-;88;120;3/5 portes;Traction avant;Essence;5FS (EP6C);4;4
435;MERCEDES-BENZ;74;A TROIS VOLUMES;18;200;2;1977;01;1986;05;1990;01/1986;05/1990;75;102;A trois volumes;Propulsion;Essence;M 102.922;4;2
436;MERCEDES-BENZ;74;A TROIS VOLUMES;18;200;2;1977;12;1985;05;1990;12/1985;05/1990;80;109;A trois volumes;Propulsion;Essence;M 102.922;4;2
437;MERCEDES-BENZ;74;A TROIS VOLUMES;18;200 E;2;1977;09;1988;08;1992;09/1988;08/1992;87;118;A trois volumes;Propulsion;Essence;M 102.963;4;2
438;MERCEDES-BENZ;74;A TROIS VOLUMES;18;200 E;2;1977;09;1988;12;1989;09/1988;12/1989;90;122;A trois volumes;Propulsion;Essence;M 102.963;4;2
439;MERCEDES-BENZ;74;A TROIS VOLUMES;18;230 E;2.3;2276;12;1984;03;1992;12/1984;03/1992;97;132;A trois volumes;Propulsion;Essence;M 102.982;4;2
440;MERCEDES-BENZ;74;A TROIS VOLUMES;18;230 E;2.3;2276;01;1985;06;1993;01/1985;06/1993;100;136;A trois volumes;Propulsion;Essence;M 102.982;4;2
441;MERCEDES-BENZ;74;A TROIS VOLUMES;18;260 E 4-matic;2.6;2548;09;1986;08;1992;09/1986;08/1992;118;160;A trois volumes;Traction intégrale;Essence;M 103.943;6;2
442;MERCEDES-BENZ;74;A TROIS VOLUMES;18;260 E;2.6;2548;09;1985;08;1992;09/1985;08/1992;118;160;A trois volumes;Propulsion;Essence;M 103.940;6;2
443;MERCEDES-BENZ;74;A TROIS VOLUMES;18;260 E;2.6;2548;09;1985;12;1989;09/1985;12/1989;122;166;A trois volumes;Propulsion;Essence;M 103.940;6;2
444;MERCEDES-BENZ;74;A TROIS VOLUMES;18;260 E 4-matic;2.6;2548;12;1986;12;1989;12/1986;12/1989;122;166;A trois volumes;Traction intégrale;Essence;M 103.940;6;2
445;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 E;3;2932;01;1985;12;1985;01/1985;12/1985;138;188;A trois volumes;Propulsion;Essence;M 103.980;6;2
446;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 E;3;2932;08;1985;08;1992;08/1985;08/1992;132;180;A trois volumes;Propulsion;Essence;M 103.983;6;2
447;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 E 4-matic;3;2932;09;1986;06;1993;09/1986;06/1993;132;180;A trois volumes;Traction intégrale;Essence;M 103.985;6;2
448;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 E 4-matic;3;2932;09;1986;02;1992;09/1986;02/1992;138;188;A trois volumes;Traction intégrale;Essence;M 103.983;6;2
449;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 E;3;2932;06;1985;08;1992;06/1985;08/1992;138;188;A trois volumes;Propulsion;Essence;M 103.983;6;2
450;MERCEDES-BENZ;74;A TROIS VOLUMES;18;200 D;2;1983;12;1984;08;1989;12/1984;08/1989;53;72;A trois volumes;Propulsion;Diesel;OM 601.912;4;2
451;MERCEDES-BENZ;74;A TROIS VOLUMES;18;200 D;2;1983;08;1989;06;1993;08/1989;06/1993;55;75;A trois volumes;Propulsion;Diesel;OM 601.912;4;2
452;MERCEDES-BENZ;74;A TROIS VOLUMES;18;250 D;2.5;2479;04;1985;06;1993;04/1985;06/1993;66;90;A trois volumes;Propulsion;Diesel;OM 602.912;5;2
453;MERCEDES-BENZ;74;A TROIS VOLUMES;18;250 D;2.5;2479;01;1989;06;1993;01/1989;06/1993;69;94;A trois volumes;Propulsion;Diesel;OM 602.912;5;2
454;MERCEDES-BENZ;74;CLASSE E;106;E 250 D;2.5;2497;07;1993;06;1995;07/1993;06/1995;83;113;A trois volumes;Propulsion;Diesel;OM 605.911;5;4
455;MERCEDES-BENZ;74;A TROIS VOLUMES;18;250 Turbo-D;2.5;2479;09;1988;06;1993;09/1988;06/1993;93;126;A trois volumes;Propulsion;Diesel;OM 602.962;5;2
456;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 D;3;2975;12;1984;08;1989;12/1984;08/1989;80;109;A trois volumes;Propulsion;Diesel;OM 603.912;6;2
457;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 D 4-matic;3;2975;09;1986;08;1992;09/1986;08/1992;80;109;A trois volumes;Traction intégrale;Diesel;OM 603.913;6;2
458;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 D;3;2975;06;1990;06;1993;06/1990;06/1993;81;110;A trois volumes;Propulsion;Diesel;OM 603.912;6;2
459;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 D 4-matic;3;2975;08;1989;06;1993;08/1989;06/1993;83;113;A trois volumes;Traction intégrale;Diesel;OM 603.913;6;2
460;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 D;3;2975;08;1989;06;1993;08/1989;06/1993;83;113;A trois volumes;Propulsion;Diesel;OM 603.912;6;2
461;MERCEDES-BENZ;74;CLASSE E;106;E 300 D;3;2996;07;1993;06;1995;07/1993;06/1995;100;136;A trois volumes;Propulsion;Diesel;OM 606.910;6;4
462;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 Turbo-D 4-matic;3;2975;09;1986;09;1988;09/1986;09/1988;105;143;A trois volumes;Traction intégrale;Diesel;OM 603.960,OM 603.963;6;2
463;CITROEN;21;C4 II;9006;1.4 VTi 95;1.4;1397;11;2009;-;-;11/2009;-;70;95;3/5 portes;Traction avant;Essence;8FP (EP3);4;4
464;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 Turbo-D 4-matic;3;2975;01;1988;06;1993;01/1988;06/1993;108;147;A trois volumes;Traction intégrale;Diesel;OM 603.963;6;2
465;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 Turbo-D;3;2975;09;1988;06;1993;09/1988;06/1993;108;147;A trois volumes;Propulsion;Diesel;OM 603.960;6;2
466;MERCEDES-BENZ;74;A TROIS VOLUMES;18;200;2;1977;01;1986;10;1992;01/1986;10/1992;77;105;A trois volumes;Propulsion;Essence;M 102.922;4;2
467;CITROEN;21;C4 II;9006;1.6 THP 155;1.6;1598;11;2009;-;-;11/2009;-;115;156;3/5 portes;Traction avant;Essence;5FV (EP6CDT);4;4
468;MERCEDES-BENZ;74;CLASSE E;106;E 200;2;1998;06;1993;06;1995;06/1993;06/1995;100;136;A trois volumes;Propulsion;Essence;M 111.940;4;4
469;MERCEDES-BENZ;74;CLASSE E;106;E 220;2.2;2199;06;1993;06;1995;06/1993;06/1995;110;150;A trois volumes;Propulsion;Essence;M 111.960;4;4
470;CITROEN;21;C4 II;9006;1.6 HDi 90;1.6;1560;11;2009;-;-;11/2009;-;68;92;3/5 portes;Traction avant;Diesel;9HP (DV6DTED),9HJ (DV6DTEDM);4;2
471;MITSUBISHI;77;OUTLANDER II;6233;2.0;2;1998;11;2006;11;2012;11/2006;11/2012;108;147;Véhicule tout terrain fermé;Traction avant;Essence;4B11;4;4
472;CITROEN;21;C4 II;9006;1.6 HDi 110;1.6;1560;11;2009;-;-;11/2009;-;82;112;3/5 portes;Traction avant;Diesel;9HR (DV6C);4;2
473;MERCEDES-BENZ;74;CLASSE E;106;E 280;2.8;2799;06;1993;06;1995;06/1993;06/1995;142;193;A trois volumes;Propulsion;Essence;M 104.942;6;4
474;MERCEDES-BENZ;74;CLASSE E;106;E 280;2.8;2799;06;1993;06;1995;06/1993;06/1995;145;197;A trois volumes;Propulsion;Essence;M 104.942;6;4
475;CITROEN;21;C4 II;9006;2.0 HDi / BlueHDi 150;2;1997;11;2009;-;-;11/2009;-;110;150;3/5 portes;Traction avant;Diesel;AHR (DW10FD),RHE (DW10CTED4);4;4
476;MITSUBISHI;77;OUTLANDER II;6233;2.2 DI-D;2.2;2268;11;2006;11;2012;11/2006;11/2012;130;177;Véhicule tout terrain fermé;Traction avant;Diesel;4N14;4;4
477;MERCEDES-BENZ;74;A TROIS VOLUMES;18;300 E-24;3;2932;09;1988;08;1992;09/1988;08/1992;162;220;A trois volumes;Propulsion;Essence;M 104.980;6;4
478;MERCEDES-BENZ;74;CLASSE E;106;E 320;3.2;3199;06;1993;06;1995;06/1993;06/1995;162;220;A trois volumes;Propulsion;Essence;M 104.992;6;4
479;MERCEDES-BENZ;74;CLASSE E;106;E 420;4.2;4196;06;1993;06;1995;06/1993;06/1995;205;279;A trois volumes;Propulsion;Essence;M 119.975;8;4
480;MERCEDES-BENZ;74;CLASSE E;106;E 500;5;4973;06;1993;06;1995;06/1993;06/1995;235;320;A trois volumes;Propulsion;Essence;M 119.974;8;4
481;MERCEDES-BENZ;74;A TROIS VOLUMES;18;500 E;5;4973;01;1991;06;1993;01/1991;06/1993;240;326;A trois volumes;Propulsion;Essence;M 119.974;8;4
482;MERCEDES-BENZ;74;KOMBI Break;24;200 T;2;1977;01;1986;05;1990;01/1986;05/1990;77;105;Break;Propulsion;Essence;M 102.922;4;2
483;MERCEDES-BENZ;74;KOMBI Break;24;200 T;2;1977;09;1985;08;1989;09/1985;08/1989;80;109;Break;Propulsion;Essence;M 102.922;4;2
484;MERCEDES-BENZ;74;KOMBI Break;24;200 TE;2;1977;09;1988;08;1992;09/1988;08/1992;87;118;Break;Propulsion;Essence;M 102.963;4;2
485;MERCEDES-BENZ;74;KOMBI Break;24;200 TE;2;1977;09;1988;12;1989;09/1988;12/1989;90;122;Break;Propulsion;Essence;M 102.962;4;2
